"","N_FECHAS","N_DIA_SEMANA","N_DIA_LABORAL"
"1",2014-01-01,"miércoles","Festivo"
"2",2014-01-02,"jueves","Laboral"
"3",2014-01-03,"viernes","Laboral"
"4",2014-01-04,"sábado","Fin de semana"
"5",2014-01-05,"domingo","Fin de semana"
"6",2014-01-06,"lunes","Festivo"
"7",2014-01-07,"martes","Laboral"
"8",2014-01-08,"miércoles","Laboral"
"9",2014-01-09,"jueves","Laboral"
"10",2014-01-10,"viernes","Laboral"
"11",2014-01-11,"sábado","Fin de semana"
"12",2014-01-12,"domingo","Fin de semana"
"13",2014-01-13,"lunes","Laboral"
"14",2014-01-14,"martes","Laboral"
"15",2014-01-15,"miércoles","Laboral"
"16",2014-01-16,"jueves","Laboral"
"17",2014-01-17,"viernes","Laboral"
"18",2014-01-18,"sábado","Fin de semana"
"19",2014-01-19,"domingo","Fin de semana"
"20",2014-01-20,"lunes","Laboral"
"21",2014-01-21,"martes","Laboral"
"22",2014-01-22,"miércoles","Laboral"
"23",2014-01-23,"jueves","Laboral"
"24",2014-01-24,"viernes","Laboral"
"25",2014-01-25,"sábado","Fin de semana"
"26",2014-01-26,"domingo","Fin de semana"
"27",2014-01-27,"lunes","Laboral"
"28",2014-01-28,"martes","Laboral"
"29",2014-01-29,"miércoles","Laboral"
"30",2014-01-30,"jueves","Laboral"
"31",2014-01-31,"viernes","Laboral"
"32",2014-02-01,"sábado","Fin de semana"
"33",2014-02-02,"domingo","Fin de semana"
"34",2014-02-03,"lunes","Laboral"
"35",2014-02-04,"martes","Laboral"
"36",2014-02-05,"miércoles","Laboral"
"37",2014-02-06,"jueves","Laboral"
"38",2014-02-07,"viernes","Laboral"
"39",2014-02-08,"sábado","Fin de semana"
"40",2014-02-09,"domingo","Fin de semana"
"41",2014-02-10,"lunes","Laboral"
"42",2014-02-11,"martes","Laboral"
"43",2014-02-12,"miércoles","Laboral"
"44",2014-02-13,"jueves","Laboral"
"45",2014-02-14,"viernes","Laboral"
"46",2014-02-15,"sábado","Fin de semana"
"47",2014-02-16,"domingo","Fin de semana"
"48",2014-02-17,"lunes","Laboral"
"49",2014-02-18,"martes","Laboral"
"50",2014-02-19,"miércoles","Laboral"
"51",2014-02-20,"jueves","Laboral"
"52",2014-02-21,"viernes","Laboral"
"53",2014-02-22,"sábado","Fin de semana"
"54",2014-02-23,"domingo","Fin de semana"
"55",2014-02-24,"lunes","Laboral"
"56",2014-02-25,"martes","Laboral"
"57",2014-02-26,"miércoles","Laboral"
"58",2014-02-27,"jueves","Laboral"
"59",2014-02-28,"viernes","Laboral"
"60",2014-03-01,"sábado","Fin de semana"
"61",2014-03-02,"domingo","Fin de semana"
"62",2014-03-03,"lunes","Laboral"
"63",2014-03-04,"martes","Laboral"
"64",2014-03-05,"miércoles","Laboral"
"65",2014-03-06,"jueves","Laboral"
"66",2014-03-07,"viernes","Laboral"
"67",2014-03-08,"sábado","Fin de semana"
"68",2014-03-09,"domingo","Fin de semana"
"69",2014-03-10,"lunes","Laboral"
"70",2014-03-11,"martes","Laboral"
"71",2014-03-12,"miércoles","Laboral"
"72",2014-03-13,"jueves","Laboral"
"73",2014-03-14,"viernes","Laboral"
"74",2014-03-15,"sábado","Fin de semana"
"75",2014-03-16,"domingo","Fin de semana"
"76",2014-03-17,"lunes","Laboral"
"77",2014-03-18,"martes","Laboral"
"78",2014-03-19,"miércoles","Laboral"
"79",2014-03-20,"jueves","Laboral"
"80",2014-03-21,"viernes","Laboral"
"81",2014-03-22,"sábado","Fin de semana"
"82",2014-03-23,"domingo","Fin de semana"
"83",2014-03-24,"lunes","Festivo"
"84",2014-03-25,"martes","Laboral"
"85",2014-03-26,"miércoles","Laboral"
"86",2014-03-27,"jueves","Laboral"
"87",2014-03-28,"viernes","Laboral"
"88",2014-03-29,"sábado","Fin de semana"
"89",2014-03-30,"domingo","Fin de semana"
"90",2014-03-31,"lunes","Laboral"
"91",2014-04-01,"martes","Laboral"
"92",2014-04-02,"miércoles","Laboral"
"93",2014-04-03,"jueves","Laboral"
"94",2014-04-04,"viernes","Laboral"
"95",2014-04-05,"sábado","Fin de semana"
"96",2014-04-06,"domingo","Fin de semana"
"97",2014-04-07,"lunes","Laboral"
"98",2014-04-08,"martes","Laboral"
"99",2014-04-09,"miércoles","Laboral"
"100",2014-04-10,"jueves","Laboral"
"101",2014-04-11,"viernes","Laboral"
"102",2014-04-12,"sábado","Fin de semana"
"103",2014-04-13,"domingo","Fin de semana"
"104",2014-04-14,"lunes","Laboral"
"105",2014-04-15,"martes","Laboral"
"106",2014-04-16,"miércoles","Laboral"
"107",2014-04-17,"jueves","Festivo"
"108",2014-04-18,"viernes","Festivo"
"109",2014-04-19,"sábado","Fin de semana"
"110",2014-04-20,"domingo","Fin de semana"
"111",2014-04-21,"lunes","Laboral"
"112",2014-04-22,"martes","Laboral"
"113",2014-04-23,"miércoles","Laboral"
"114",2014-04-24,"jueves","Laboral"
"115",2014-04-25,"viernes","Laboral"
"116",2014-04-26,"sábado","Fin de semana"
"117",2014-04-27,"domingo","Fin de semana"
"118",2014-04-28,"lunes","Laboral"
"119",2014-04-29,"martes","Laboral"
"120",2014-04-30,"miércoles","Laboral"
"121",2014-05-01,"jueves","Festivo"
"122",2014-05-02,"viernes","Laboral"
"123",2014-05-03,"sábado","Fin de semana"
"124",2014-05-04,"domingo","Fin de semana"
"125",2014-05-05,"lunes","Laboral"
"126",2014-05-06,"martes","Laboral"
"127",2014-05-07,"miércoles","Laboral"
"128",2014-05-08,"jueves","Laboral"
"129",2014-05-09,"viernes","Laboral"
"130",2014-05-10,"sábado","Fin de semana"
"131",2014-05-11,"domingo","Fin de semana"
"132",2014-05-12,"lunes","Laboral"
"133",2014-05-13,"martes","Laboral"
"134",2014-05-14,"miércoles","Laboral"
"135",2014-05-15,"jueves","Laboral"
"136",2014-05-16,"viernes","Laboral"
"137",2014-05-17,"sábado","Fin de semana"
"138",2014-05-18,"domingo","Fin de semana"
"139",2014-05-19,"lunes","Laboral"
"140",2014-05-20,"martes","Laboral"
"141",2014-05-21,"miércoles","Laboral"
"142",2014-05-22,"jueves","Laboral"
"143",2014-05-23,"viernes","Laboral"
"144",2014-05-24,"sábado","Fin de semana"
"145",2014-05-25,"domingo","Fin de semana"
"146",2014-05-26,"lunes","Laboral"
"147",2014-05-27,"martes","Laboral"
"148",2014-05-28,"miércoles","Laboral"
"149",2014-05-29,"jueves","Laboral"
"150",2014-05-30,"viernes","Laboral"
"151",2014-05-31,"sábado","Fin de semana"
"152",2014-06-01,"domingo","Fin de semana"
"153",2014-06-02,"lunes","Festivo"
"154",2014-06-03,"martes","Laboral"
"155",2014-06-04,"miércoles","Laboral"
"156",2014-06-05,"jueves","Laboral"
"157",2014-06-06,"viernes","Laboral"
"158",2014-06-07,"sábado","Fin de semana"
"159",2014-06-08,"domingo","Fin de semana"
"160",2014-06-09,"lunes","Laboral"
"161",2014-06-10,"martes","Laboral"
"162",2014-06-11,"miércoles","Laboral"
"163",2014-06-12,"jueves","Laboral"
"164",2014-06-13,"viernes","Laboral"
"165",2014-06-14,"sábado","Fin de semana"
"166",2014-06-15,"domingo","Fin de semana"
"167",2014-06-16,"lunes","Laboral"
"168",2014-06-17,"martes","Laboral"
"169",2014-06-18,"miércoles","Laboral"
"170",2014-06-19,"jueves","Laboral"
"171",2014-06-20,"viernes","Laboral"
"172",2014-06-21,"sábado","Fin de semana"
"173",2014-06-22,"domingo","Fin de semana"
"174",2014-06-23,"lunes","Festivo"
"175",2014-06-24,"martes","Laboral"
"176",2014-06-25,"miércoles","Laboral"
"177",2014-06-26,"jueves","Laboral"
"178",2014-06-27,"viernes","Laboral"
"179",2014-06-28,"sábado","Fin de semana"
"180",2014-06-29,"domingo","Fin de semana"
"181",2014-06-30,"lunes","Festivo"
"182",2014-07-01,"martes","Laboral"
"183",2014-07-02,"miércoles","Laboral"
"184",2014-07-03,"jueves","Laboral"
"185",2014-07-04,"viernes","Laboral"
"186",2014-07-05,"sábado","Fin de semana"
"187",2014-07-06,"domingo","Fin de semana"
"188",2014-07-07,"lunes","Laboral"
"189",2014-07-08,"martes","Laboral"
"190",2014-07-09,"miércoles","Laboral"
"191",2014-07-10,"jueves","Laboral"
"192",2014-07-11,"viernes","Laboral"
"193",2014-07-12,"sábado","Fin de semana"
"194",2014-07-13,"domingo","Fin de semana"
"195",2014-07-14,"lunes","Laboral"
"196",2014-07-15,"martes","Laboral"
"197",2014-07-16,"miércoles","Laboral"
"198",2014-07-17,"jueves","Laboral"
"199",2014-07-18,"viernes","Laboral"
"200",2014-07-19,"sábado","Fin de semana"
"201",2014-07-20,"domingo","Fin de semana"
"202",2014-07-21,"lunes","Laboral"
"203",2014-07-22,"martes","Laboral"
"204",2014-07-23,"miércoles","Laboral"
"205",2014-07-24,"jueves","Laboral"
"206",2014-07-25,"viernes","Laboral"
"207",2014-07-26,"sábado","Fin de semana"
"208",2014-07-27,"domingo","Fin de semana"
"209",2014-07-28,"lunes","Laboral"
"210",2014-07-29,"martes","Laboral"
"211",2014-07-30,"miércoles","Laboral"
"212",2014-07-31,"jueves","Laboral"
"213",2014-08-01,"viernes","Laboral"
"214",2014-08-02,"sábado","Fin de semana"
"215",2014-08-03,"domingo","Fin de semana"
"216",2014-08-04,"lunes","Laboral"
"217",2014-08-05,"martes","Laboral"
"218",2014-08-06,"miércoles","Laboral"
"219",2014-08-07,"jueves","Festivo"
"220",2014-08-08,"viernes","Laboral"
"221",2014-08-09,"sábado","Fin de semana"
"222",2014-08-10,"domingo","Fin de semana"
"223",2014-08-11,"lunes","Laboral"
"224",2014-08-12,"martes","Laboral"
"225",2014-08-13,"miércoles","Laboral"
"226",2014-08-14,"jueves","Laboral"
"227",2014-08-15,"viernes","Laboral"
"228",2014-08-16,"sábado","Fin de semana"
"229",2014-08-17,"domingo","Fin de semana"
"230",2014-08-18,"lunes","Festivo"
"231",2014-08-19,"martes","Laboral"
"232",2014-08-20,"miércoles","Laboral"
"233",2014-08-21,"jueves","Laboral"
"234",2014-08-22,"viernes","Laboral"
"235",2014-08-23,"sábado","Fin de semana"
"236",2014-08-24,"domingo","Fin de semana"
"237",2014-08-25,"lunes","Laboral"
"238",2014-08-26,"martes","Laboral"
"239",2014-08-27,"miércoles","Laboral"
"240",2014-08-28,"jueves","Laboral"
"241",2014-08-29,"viernes","Laboral"
"242",2014-08-30,"sábado","Fin de semana"
"243",2014-08-31,"domingo","Fin de semana"
"244",2014-09-01,"lunes","Laboral"
"245",2014-09-02,"martes","Laboral"
"246",2014-09-03,"miércoles","Laboral"
"247",2014-09-04,"jueves","Laboral"
"248",2014-09-05,"viernes","Laboral"
"249",2014-09-06,"sábado","Fin de semana"
"250",2014-09-07,"domingo","Fin de semana"
"251",2014-09-08,"lunes","Laboral"
"252",2014-09-09,"martes","Laboral"
"253",2014-09-10,"miércoles","Laboral"
"254",2014-09-11,"jueves","Laboral"
"255",2014-09-12,"viernes","Laboral"
"256",2014-09-13,"sábado","Fin de semana"
"257",2014-09-14,"domingo","Fin de semana"
"258",2014-09-15,"lunes","Laboral"
"259",2014-09-16,"martes","Laboral"
"260",2014-09-17,"miércoles","Laboral"
"261",2014-09-18,"jueves","Laboral"
"262",2014-09-19,"viernes","Laboral"
"263",2014-09-20,"sábado","Fin de semana"
"264",2014-09-21,"domingo","Fin de semana"
"265",2014-09-22,"lunes","Laboral"
"266",2014-09-23,"martes","Laboral"
"267",2014-09-24,"miércoles","Laboral"
"268",2014-09-25,"jueves","Laboral"
"269",2014-09-26,"viernes","Laboral"
"270",2014-09-27,"sábado","Fin de semana"
"271",2014-09-28,"domingo","Fin de semana"
"272",2014-09-29,"lunes","Laboral"
"273",2014-09-30,"martes","Laboral"
"274",2014-10-01,"miércoles","Laboral"
"275",2014-10-02,"jueves","Laboral"
"276",2014-10-03,"viernes","Festivo"
"277",2014-10-04,"sábado","Fin de semana"
"278",2014-10-05,"domingo","Fin de semana"
"279",2014-10-06,"lunes","Laboral"
"280",2014-10-07,"martes","Laboral"
"281",2014-10-08,"miércoles","Laboral"
"282",2014-10-09,"jueves","Laboral"
"283",2014-10-10,"viernes","Laboral"
"284",2014-10-11,"sábado","Fin de semana"
"285",2014-10-12,"domingo","Fin de semana"
"286",2014-10-13,"lunes","Laboral"
"287",2014-10-14,"martes","Laboral"
"288",2014-10-15,"miércoles","Laboral"
"289",2014-10-16,"jueves","Laboral"
"290",2014-10-17,"viernes","Festivo"
"291",2014-10-18,"sábado","Fin de semana"
"292",2014-10-19,"domingo","Fin de semana"
"293",2014-10-20,"lunes","Laboral"
"294",2014-10-21,"martes","Laboral"
"295",2014-10-22,"miércoles","Laboral"
"296",2014-10-23,"jueves","Laboral"
"297",2014-10-24,"viernes","Laboral"
"298",2014-10-25,"sábado","Fin de semana"
"299",2014-10-26,"domingo","Fin de semana"
"300",2014-10-27,"lunes","Laboral"
"301",2014-10-28,"martes","Laboral"
"302",2014-10-29,"miércoles","Laboral"
"303",2014-10-30,"jueves","Laboral"
"304",2014-10-31,"viernes","Laboral"
"305",2014-11-01,"sábado","Fin de semana"
"306",2014-11-02,"domingo","Fin de semana"
"307",2014-11-03,"lunes","Laboral"
"308",2014-11-04,"martes","Laboral"
"309",2014-11-05,"miércoles","Laboral"
"310",2014-11-06,"jueves","Laboral"
"311",2014-11-07,"viernes","Laboral"
"312",2014-11-08,"sábado","Fin de semana"
"313",2014-11-09,"domingo","Fin de semana"
"314",2014-11-10,"lunes","Laboral"
"315",2014-11-11,"martes","Laboral"
"316",2014-11-12,"miércoles","Laboral"
"317",2014-11-13,"jueves","Laboral"
"318",2014-11-14,"viernes","Laboral"
"319",2014-11-15,"sábado","Fin de semana"
"320",2014-11-16,"domingo","Fin de semana"
"321",2014-11-17,"lunes","Laboral"
"322",2014-11-18,"martes","Laboral"
"323",2014-11-19,"miércoles","Laboral"
"324",2014-11-20,"jueves","Laboral"
"325",2014-11-21,"viernes","Laboral"
"326",2014-11-22,"sábado","Fin de semana"
"327",2014-11-23,"domingo","Fin de semana"
"328",2014-11-24,"lunes","Laboral"
"329",2014-11-25,"martes","Festivo"
"330",2014-11-26,"miércoles","Laboral"
"331",2014-11-27,"jueves","Laboral"
"332",2014-11-28,"viernes","Laboral"
"333",2014-11-29,"sábado","Fin de semana"
"334",2014-11-30,"domingo","Fin de semana"
"335",2014-12-01,"lunes","Laboral"
"336",2014-12-02,"martes","Laboral"
"337",2014-12-03,"miércoles","Laboral"
"338",2014-12-04,"jueves","Laboral"
"339",2014-12-05,"viernes","Laboral"
"340",2014-12-06,"sábado","Fin de semana"
"341",2014-12-07,"domingo","Fin de semana"
"342",2014-12-08,"lunes","Laboral"
"343",2014-12-09,"martes","Laboral"
"344",2014-12-10,"miércoles","Laboral"
"345",2014-12-11,"jueves","Laboral"
"346",2014-12-12,"viernes","Laboral"
"347",2014-12-13,"sábado","Fin de semana"
"348",2014-12-14,"domingo","Fin de semana"
"349",2014-12-15,"lunes","Laboral"
"350",2014-12-16,"martes","Laboral"
"351",2014-12-17,"miércoles","Laboral"
"352",2014-12-18,"jueves","Laboral"
"353",2014-12-19,"viernes","Laboral"
"354",2014-12-20,"sábado","Fin de semana"
"355",2014-12-21,"domingo","Fin de semana"
"356",2014-12-22,"lunes","Laboral"
"357",2014-12-23,"martes","Laboral"
"358",2014-12-24,"miércoles","Laboral"
"359",2014-12-25,"jueves","Laboral"
"360",2014-12-26,"viernes","Laboral"
"361",2014-12-27,"sábado","Fin de semana"
"362",2014-12-28,"domingo","Fin de semana"
"363",2014-12-29,"lunes","Laboral"
"364",2014-12-30,"martes","Laboral"
"365",2014-12-31,"miércoles","Laboral"
"366",2015-01-01,"jueves","Festivo"
"367",2015-01-02,"viernes","Laboral"
"368",2015-01-03,"sábado","Fin de semana"
"369",2015-01-04,"domingo","Fin de semana"
"370",2015-01-05,"lunes","Laboral"
"371",2015-01-06,"martes","Laboral"
"372",2015-01-07,"miércoles","Laboral"
"373",2015-01-08,"jueves","Laboral"
"374",2015-01-09,"viernes","Laboral"
"375",2015-01-10,"sábado","Fin de semana"
"376",2015-01-11,"domingo","Fin de semana"
"377",2015-01-12,"lunes","Festivo"
"378",2015-01-13,"martes","Laboral"
"379",2015-01-14,"miércoles","Laboral"
"380",2015-01-15,"jueves","Laboral"
"381",2015-01-16,"viernes","Laboral"
"382",2015-01-17,"sábado","Fin de semana"
"383",2015-01-18,"domingo","Fin de semana"
"384",2015-01-19,"lunes","Laboral"
"385",2015-01-20,"martes","Laboral"
"386",2015-01-21,"miércoles","Laboral"
"387",2015-01-22,"jueves","Laboral"
"388",2015-01-23,"viernes","Laboral"
"389",2015-01-24,"sábado","Fin de semana"
"390",2015-01-25,"domingo","Fin de semana"
"391",2015-01-26,"lunes","Laboral"
"392",2015-01-27,"martes","Laboral"
"393",2015-01-28,"miércoles","Laboral"
"394",2015-01-29,"jueves","Laboral"
"395",2015-01-30,"viernes","Laboral"
"396",2015-01-31,"sábado","Fin de semana"
"397",2015-02-01,"domingo","Fin de semana"
"398",2015-02-02,"lunes","Laboral"
"399",2015-02-03,"martes","Laboral"
"400",2015-02-04,"miércoles","Laboral"
"401",2015-02-05,"jueves","Laboral"
"402",2015-02-06,"viernes","Laboral"
"403",2015-02-07,"sábado","Fin de semana"
"404",2015-02-08,"domingo","Fin de semana"
"405",2015-02-09,"lunes","Laboral"
"406",2015-02-10,"martes","Laboral"
"407",2015-02-11,"miércoles","Laboral"
"408",2015-02-12,"jueves","Laboral"
"409",2015-02-13,"viernes","Laboral"
"410",2015-02-14,"sábado","Fin de semana"
"411",2015-02-15,"domingo","Fin de semana"
"412",2015-02-16,"lunes","Laboral"
"413",2015-02-17,"martes","Laboral"
"414",2015-02-18,"miércoles","Laboral"
"415",2015-02-19,"jueves","Laboral"
"416",2015-02-20,"viernes","Laboral"
"417",2015-02-21,"sábado","Fin de semana"
"418",2015-02-22,"domingo","Fin de semana"
"419",2015-02-23,"lunes","Laboral"
"420",2015-02-24,"martes","Laboral"
"421",2015-02-25,"miércoles","Laboral"
"422",2015-02-26,"jueves","Laboral"
"423",2015-02-27,"viernes","Laboral"
"424",2015-02-28,"sábado","Fin de semana"
"425",2015-03-01,"domingo","Fin de semana"
"426",2015-03-02,"lunes","Laboral"
"427",2015-03-03,"martes","Laboral"
"428",2015-03-04,"miércoles","Laboral"
"429",2015-03-05,"jueves","Laboral"
"430",2015-03-06,"viernes","Laboral"
"431",2015-03-07,"sábado","Fin de semana"
"432",2015-03-08,"domingo","Fin de semana"
"433",2015-03-09,"lunes","Laboral"
"434",2015-03-10,"martes","Laboral"
"435",2015-03-11,"miércoles","Laboral"
"436",2015-03-12,"jueves","Laboral"
"437",2015-03-13,"viernes","Laboral"
"438",2015-03-14,"sábado","Fin de semana"
"439",2015-03-15,"domingo","Fin de semana"
"440",2015-03-16,"lunes","Laboral"
"441",2015-03-17,"martes","Laboral"
"442",2015-03-18,"miércoles","Laboral"
"443",2015-03-19,"jueves","Laboral"
"444",2015-03-20,"viernes","Laboral"
"445",2015-03-21,"sábado","Fin de semana"
"446",2015-03-22,"domingo","Fin de semana"
"447",2015-03-23,"lunes","Festivo"
"448",2015-03-24,"martes","Laboral"
"449",2015-03-25,"miércoles","Laboral"
"450",2015-03-26,"jueves","Laboral"
"451",2015-03-27,"viernes","Laboral"
"452",2015-03-28,"sábado","Fin de semana"
"453",2015-03-29,"domingo","Fin de semana"
"454",2015-03-30,"lunes","Laboral"
"455",2015-03-31,"martes","Laboral"
"456",2015-04-01,"miércoles","Laboral"
"457",2015-04-02,"jueves","Festivo"
"458",2015-04-03,"viernes","Festivo"
"459",2015-04-04,"sábado","Fin de semana"
"460",2015-04-05,"domingo","Fin de semana"
"461",2015-04-06,"lunes","Laboral"
"462",2015-04-07,"martes","Laboral"
"463",2015-04-08,"miércoles","Laboral"
"464",2015-04-09,"jueves","Laboral"
"465",2015-04-10,"viernes","Laboral"
"466",2015-04-11,"sábado","Fin de semana"
"467",2015-04-12,"domingo","Fin de semana"
"468",2015-04-13,"lunes","Laboral"
"469",2015-04-14,"martes","Laboral"
"470",2015-04-15,"miércoles","Laboral"
"471",2015-04-16,"jueves","Laboral"
"472",2015-04-17,"viernes","Laboral"
"473",2015-04-18,"sábado","Fin de semana"
"474",2015-04-19,"domingo","Fin de semana"
"475",2015-04-20,"lunes","Laboral"
"476",2015-04-21,"martes","Laboral"
"477",2015-04-22,"miércoles","Laboral"
"478",2015-04-23,"jueves","Laboral"
"479",2015-04-24,"viernes","Laboral"
"480",2015-04-25,"sábado","Fin de semana"
"481",2015-04-26,"domingo","Fin de semana"
"482",2015-04-27,"lunes","Laboral"
"483",2015-04-28,"martes","Laboral"
"484",2015-04-29,"miércoles","Laboral"
"485",2015-04-30,"jueves","Laboral"
"486",2015-05-01,"viernes","Festivo"
"487",2015-05-02,"sábado","Fin de semana"
"488",2015-05-03,"domingo","Fin de semana"
"489",2015-05-04,"lunes","Laboral"
"490",2015-05-05,"martes","Laboral"
"491",2015-05-06,"miércoles","Laboral"
"492",2015-05-07,"jueves","Laboral"
"493",2015-05-08,"viernes","Laboral"
"494",2015-05-09,"sábado","Fin de semana"
"495",2015-05-10,"domingo","Fin de semana"
"496",2015-05-11,"lunes","Laboral"
"497",2015-05-12,"martes","Laboral"
"498",2015-05-13,"miércoles","Laboral"
"499",2015-05-14,"jueves","Laboral"
"500",2015-05-15,"viernes","Laboral"
"501",2015-05-16,"sábado","Fin de semana"
"502",2015-05-17,"domingo","Fin de semana"
"503",2015-05-18,"lunes","Festivo"
"504",2015-05-19,"martes","Laboral"
"505",2015-05-20,"miércoles","Laboral"
"506",2015-05-21,"jueves","Laboral"
"507",2015-05-22,"viernes","Laboral"
"508",2015-05-23,"sábado","Fin de semana"
"509",2015-05-24,"domingo","Fin de semana"
